timestamp,station_id,station_name,brand,city,lat,lon,fuel,price,status,valid
2026-09-09T06:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.852,open,true
2026-09-09T06:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.851,open,true
2026-09-09T06:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.851,open,true
2026-09-09T06:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.851,open,true
2026-09-09T06:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.851,open,false
2026-09-09T06:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.851,open,false
2026-09-09T06:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.85,open,false
2026-09-09T06:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.85,open,true
2026-09-09T06:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.849,open,true
2026-09-09T06:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.85,open,true
2026-09-09T07:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.85,open,true
2026-09-09T07:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.848,open,true
2026-09-09T07:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.848,open,true
2026-09-09T07:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.847,open,true
2026-09-09T07:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.849,open,true
2026-09-09T07:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.847,open,true
2026-09-09T07:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.848,open,false
2026-09-09T07:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.847,open,false
2026-09-09T07:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.847,open,false
2026-09-09T07:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T07:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T07:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T08:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T08:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T08:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T08:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T08:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T08:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.846,open,true
2026-09-09T08:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.845,open,false
2026-09-09T08:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.843,open,false
2026-09-09T08:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.845,open,false
2026-09-09T08:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.845,open,true
2026-09-09T08:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.844,open,true
2026-09-09T08:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.843,open,true
2026-09-09T09:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.843,open,true
2026-09-09T09:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.842,open,true
2026-09-09T09:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.843,open,true
2026-09-09T09:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.842,open,true
2026-09-09T09:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.842,open,true
2026-09-09T09:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.841,open,true
2026-09-09T09:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.842,open,false
2026-09-09T09:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.842,open,false
2026-09-09T09:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.84,open,false
2026-09-09T09:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.841,open,true
2026-09-09T09:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.84,open,true
2026-09-09T09:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.84,open,true
2026-09-09T10:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.99,open,true
2026-09-09T10:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.99,open,true
2026-09-09T10:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.99,open,true
2026-09-09T10:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.988,open,true
2026-09-09T10:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.989,open,true
2026-09-09T10:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.988,open,true
2026-09-09T10:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.989,open,false
2026-09-09T10:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.988,open,false
2026-09-09T10:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.989,open,false
2026-09-09T10:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.989,open,true
2026-09-09T10:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.988,open,true
2026-09-09T10:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.988,open,true
2026-09-09T11:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.987,open,true
2026-09-09T11:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.986,open,true
2026-09-09T11:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.987,open,true
2026-09-09T11:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.985,open,true
2026-09-09T11:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.986,open,true
2026-09-09T11:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.986,open,true
2026-09-09T11:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.986,open,false
2026-09-09T11:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.985,open,false
2026-09-09T11:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.984,open,false
2026-09-09T11:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.986,open,true
2026-09-09T11:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.984,open,true
2026-09-09T11:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.985,open,true
2026-09-09T12:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.985,open,true
2026-09-09T12:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.984,open,true
2026-09-09T12:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.984,open,true
2026-09-09T12:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.983,open,true
2026-09-09T12:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.983,open,true
2026-09-09T12:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.983,open,true
2026-09-09T12:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.983,open,false
2026-09-09T12:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.983,open,false
2026-09-09T12:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.983,open,false
2026-09-09T12:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.982,open,true
2026-09-09T12:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.982,open,true
2026-09-09T12:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.982,open,true
2026-09-09T13:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.981,open,true
2026-09-09T13:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.981,open,true
2026-09-09T13:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.982,open,true
2026-09-09T13:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.981,open,true
2026-09-09T13:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.98,open,true
2026-09-09T13:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.979,open,true
2026-09-09T13:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.98,open,false
2026-09-09T13:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.98,open,false
2026-09-09T13:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.978,open,false
2026-09-09T13:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.979,open,true
2026-09-09T13:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.979,open,true
2026-09-09T13:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.978,open,true
2026-09-09T14:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.979,open,true
2026-09-09T14:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.978,open,true
2026-09-09T14:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.978,open,true
2026-09-09T14:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.977,open,true
2026-09-09T14:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.978,open,true
2026-09-09T14:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.978,open,true
2026-09-09T14:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.976,open,false
2026-09-09T14:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.976,open,false
2026-09-09T14:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.977,open,false
2026-09-09T14:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.977,open,true
2026-09-09T14:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.975,open,true
2026-09-09T14:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.976,open,true
2026-09-09T15:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.976,open,true
2026-09-09T15:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.975,open,true
2026-09-09T15:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.975,open,true
2026-09-09T15:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.974,open,true
2026-09-09T15:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.974,open,true
2026-09-09T15:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.974,open,true
2026-09-09T15:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.974,open,false
2026-09-09T15:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.973,open,false
2026-09-09T15:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.974,open,false
2026-09-09T15:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.972,open,true
2026-09-09T15:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.973,open,true
2026-09-09T15:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.973,open,true
2026-09-09T16:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.972,open,true
2026-09-09T16:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.972,open,true
2026-09-09T16:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.973,open,true
2026-09-09T16:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.971,open,true
2026-09-09T16:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.971,open,true
2026-09-09T16:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.971,open,true
2026-09-09T16:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.971,open,false
2026-09-09T16:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.97,open,false
2026-09-09T16:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.97,open,false
2026-09-09T16:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.97,open,true
2026-09-09T16:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.971,open,true
2026-09-09T16:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.97,open,true
2026-09-09T17:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.97,open,true
2026-09-09T17:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.969,open,true
2026-09-09T17:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.969,open,true
2026-09-09T17:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.969,open,true
2026-09-09T17:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.969,open,true
2026-09-09T17:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.968,open,true
2026-09-09T17:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.968,open,false
2026-09-09T17:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.967,open,false
2026-09-09T17:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.968,open,false
2026-09-09T17:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.967,open,true
2026-09-09T17:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.968,open,true
2026-09-09T17:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.968,open,true
2026-09-09T18:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.966,open,true
2026-09-09T18:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.966,open,true
2026-09-09T18:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.967,open,true
2026-09-09T18:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.966,open,true
2026-09-09T18:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.966,open,true
2026-09-09T18:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.965,open,true
2026-09-09T18:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.964,open,false
2026-09-09T18:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.965,open,false
2026-09-09T18:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.965,open,false
2026-09-09T18:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.964,open,true
2026-09-09T18:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.964,open,true
2026-09-09T18:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.964,open,true
2026-09-09T19:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.964,open,true
2026-09-09T19:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.963,open,true
2026-09-09T19:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.964,open,true
2026-09-09T19:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.962,open,true
2026-09-09T19:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.962,open,true
2026-09-09T19:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.963,open,true
2026-09-09T19:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.963,open,false
2026-09-09T19:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.963,open,false
2026-09-09T19:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.962,open,false
2026-09-09T19:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.962,open,true
2026-09-09T19:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.962,open,true
2026-09-09T19:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.961,open,true
2026-09-09T20:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.961,open,true
2026-09-09T20:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.961,open,true
2026-09-09T20:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.961,open,true
2026-09-09T20:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.96,open,true
2026-09-09T20:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.959,open,true
2026-09-09T20:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.959,open,true
2026-09-09T20:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.959,open,false
2026-09-09T20:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.958,open,false
2026-09-09T20:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.959,open,false
2026-09-09T20:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.958,open,true
2026-09-09T20:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.959,open,true
2026-09-09T20:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.957,open,true
2026-09-09T21:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.959,open,true
2026-09-09T21:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.958,open,true
2026-09-09T21:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.958,open,true
2026-09-09T21:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.958,open,true
2026-09-09T21:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.958,open,true
2026-09-09T21:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.957,open,true
2026-09-09T21:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.955,open,false
2026-09-09T21:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.957,open,false
2026-09-09T21:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.955,open,false
2026-09-09T21:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.955,open,true
2026-09-09T21:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.956,open,true
2026-09-09T21:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.955,open,true
2026-09-10T04:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.857,open,true
2026-09-10T04:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.858,open,true
2026-09-10T04:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.857,open,true
2026-09-10T04:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.856,open,true
2026-09-10T04:20:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.856,open,true
2026-09-10T04:25:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.857,open,true
2026-09-10T04:30:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.856,open,false
2026-09-10T04:35:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.856,open,false
2026-09-10T04:40:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.855,open,false
2026-09-10T04:45:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.855,open,true
2026-09-10T04:50:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.855,open,true
2026-09-10T04:55:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.855,open,true
2026-09-10T05:00:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.854,open,true
2026-09-10T05:05:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.855,open,true
2026-09-10T05:10:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.855,open,true
2026-09-10T05:15:00+00:00,s1,HEM Pruefweg,HEM,Frankfurt,50.1,8.66,E10,1.854,open,true
